Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
A Pocket Full of Rye,Agatha Christie,"",9780451199867,paperback,read,2018/12/19,2019/01/08,2019/01/08,1,"",,,,,,,5.0,,"",,"",No
Go Tell It on the Mountain,James Baldwin,"",9780141185910,paperback,read,2015/10/20,2016/01/20,2016/01/20,1,"",,,,,,,5.0,,"",,"",No
Men Without Women,Ernest Hemingway,"",,,read,2016/03/02,2016/03/08,2016/03/08,1,"",,,,,,,4.0,,"",,"",No
The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,"",9780684842509,hardcover,to-read,2016/09/30,"","",0,"",,,,,,,,,"",,"",No
When Katie Met Cassidy,Camille Perri,"",9780735212817,hardcover,read,2019/07/16,2019/07/21,2019/07/21,1,"",,,,,,,3.0,,"",,"",No
Our Share of Night,Mariana Enríquez,"Pablo Gerardo Camacho (Illustrator), Megan McDowell (Translator)",9780451495143,hardcover,to-read,2023/11/28,"","",0,"",,,,,,,,,"",,"",No
VenCo,Cherie Dimaline,"",9780063054899,hardcover,to-read,2023/11/18,"","",0,"",,,,,,,,,"",,"",No
Orlando,Virginia Woolf,"",9780141184272,paperback,read,2016/03/02,2016/03/07,2016/03/07,1,"",,,,,,,4.0,,"",,"",No
Grimhaven,Charles Willeford,"",,,to-read,2024/06/15,"","",0,"",,,,,,,,,"",,"",No
A Streetcar Named Desire,Tennessee Williams,"",9780822210894,paperback,read,2017/02/11,2017/06/14,2017/06/14,1,"",,,,,,,4.0,,"",,"",No
The Way We Die Now,Charles Willeford,"",9781400032501,paperback,to-read,2024/06/15,"","",0,"",,,,,,,,,"",,"",No
Cuentos de la calle Broca,Pierre Gripari,"",9788423927272,paperback,to-read,2016/02/22,"","",0,"",,,,,,,,,"",,"",No
Mythology,Edith Hamilton,Steele Savage,9780316341516,paperback,read,2023/11/24,2024/08/07,2024/08/07,1,"",,,,,,,4.0,,"",,"",No
Fragile Things: Short Fictions and Wonders,Neil Gaiman,"",9780061804168,digital,read,2019/05/08,2019/08/21,2019/08/21,1,"",,,,,,,3.0,,"",,"",No
A Passage to India,E.M. Forster,"Oliver Stallybrass (Contributor), Pankaj Mishra (Contributor)",9780141441160,paperback,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
Contents of the Dead Man's Pockets,Jack Finney,"","",paperback,to-read,2024/03/18,"","",0,"",,,,,,,,,"",,"",No
Norsunluuportti,Robert Holdstock,Leena Peltonen (Translator),9780451458575,hardcover,to-read,2021/07/14,"","",0,"",,,,,,,,,"",,"",No
The Chronicles of Narnia,C.S. Lewis,Pauline Baynes (Illustrator),9780066238500,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
The Handmaid's Tale,Margaret Atwood,"",9780385490818,paperback,read,2015/11/10,2016/10/10,2016/10/10,1,"",,,,,,,5.0,,"",,"",No
The Manchurian Candidate,Richard Condon,"",9780743482974,paperback,read,2024/08/03,2025/06/25,2025/06/25,1,"",,,,,,,4.0,,"",,"",No
El héroe discreto,Mario Vargas Llosa,"",9781622631193,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them",Timothy Egan,"",9780735225268,hardcover,to-read,2023/08/08,"","",0,"",,,,,,,,,"",,"",No
Towers of Midnight,"Brandon Sanderson, Robert Jordan","",9780765325945,hardcover,read,2018/10/10,2018/10/10,2018/10/10,1,"",,,,,,,,,"",,"",No
Time and Again,Jack Finney,"",9780575073609,paperback,to-read,2024/03/18,"","",0,"",,,,,,,,,"",,"",No
Strange Houses,Uketsu,Jim Rion (Translator),9780063433151,paperback,to-read,2025/07/28,"","",0,"",,,,,,,,,"",,"",No
The Unbearable Lightness of Being,Milan Kundera,Michael Henry Heim (Translator),9780571224388,paperback,read,2016/07/03,2017/05/04,2017/05/04,1,"",,,,,,,3.0,,"",,"",No
The Heart Goes Last,Margaret Atwood,"",9780385540353,hardcover,read,2016/05/27,2017/01/18,2017/01/18,1,"",,,,,,,3.0,,"",,"",No
Hannibal,Thomas Harris,Daniel Gerroll (Narrator),9781415951415,audio,read,2023/07/22,2023/10/16,2023/10/16,1,"",,,,,,,3.0,,"",,"",No
The Girl with the Louding Voice,Abi Daré,"",9781524746025,hardcover,to-read,2023/12/24,"","",0,"",,,,,,,,,"",,"",No
The Kiss Quotient,Helen Hoang,"",9781786496768,paperback,read,2019/02/11,2019/05/06,2019/05/06,1,"",,,,,,,4.0,,"",,"",No
Cuentos reunidos,Amparo Dávila,"",9786071600530,paperback,to-read,2019/03/05,"","",0,"",,,,,,,,,"",,"",No
A Study in Scarlet,Arthur Conan Doyle,"",9781420925531,paperback,read,2018/01/31,2018/01/31,2018/01/31,1,"",,,,,,,5.0,,"",,"",No
The Right Stuff,Tom Wolfe,"",9780374250331,hardcover,read,2019/07/29,2023/11/18,2023/11/18,1,"",,,,,,,3.0,,"",,"",No
The Awakening and Selected Short Fiction (Barnes & Noble Classics Series),Kate Chopin,"",9781593080013,paperback,to-read,2019/08/08,"","",0,"",,,,,,,,,"",,"",No
All the Dangerous Things,Stacy Willingham,"",9781250803856,hardcover,to-read,2023/11/28,"","",0,"",,,,,,,,,"",,"",No
Little Women,Louisa May Alcott,J. Courtney Sullivan (Contributor),0316489263,digital,to-read,2025/06/01,"","",0,"",,,,,,,,,"",,"",No
Graveyard Shift,M.L. Rio,"",9781250356796,paperback,to-read,2024/10/31,"","",0,"",,,,,,,,,"",,"",No
1984,George Orwell,Wilson Velloso (Translator),9788504003390,paperback,read,2015/10/08,"","",1,"",,,,,,,5.0,,"",,"",No
A Wrinkle in Time,Madeleine L'Engle,"",9780440498056,paperback,read,2016/01/19,2016/05/20,2016/05/20,1,"",,,,,,,3.0,,"",,"",No
The Jewel Robbery at the Grand Metropolitan - a Hercule Poirot Short Story (Hercule Poirot),Agatha Christie,"",9780062210913,digital,read,2018/10/10,2018/10/10,2018/10/10,1,"",,,,,,,4.0,,"",,"",No
Red Mars,Kim Stanley Robinson,"",9780553560732,paperback,read,2016/03/15,2016/04/07,2016/04/07,1,"",,,,,,,3.0,,"",,"",No
Commonwealth,Ann Patchett,"",9780062491794,hardcover,to-read,2020/04/13,"","",0,"",,,,,,,,,"",,"",No
11/22/63,Stephen King,"",9781451627282,hardcover,read,2024/01/25,2024/03/16,2024/03/16,1,"",,,,,,,5.0,This book got me very hooked. Very very fun read,"",,"",No
Ofrenda a la tormenta,Dolores Redondo,"",9788423348688,paperback,to-read,2023/11/26,"","",0,"",,,,,,,,,"",,"",No
"Surprise, Kill, Vanish: The Secret History of CIA Paramilitary Armies, Operators, and Assassins",Annie Jacobsen,"",9780316441438,hardcover,read,2019/08/02,2020/02/20,2020/02/20,1,"",,,,,,,2.0,,"",,"",No
Nuestra piel muerta,Natalia García Freire,"",9788412008937,paperback,read,2023/10/13,2024/01/06,2024/01/06,1,"",,,,,,,4.0,Meditativo y con vibras interesantes. No lo recomendaría a alguien que no acostumbre leer,"",,"",No
Alexander Hamilton,Ron Chernow,Scott Brick (Narrator),9781788543644,audio,to-read,2019/11/07,"","",0,"",,,,,,,,,"",,"",No
Crónica de una muerte anunciada,Gabriel García Márquez,"",9788497592437,paperback,to-read,2025/08/07,"","",1,"dark, reflective",fast,A mix,No,No,Yes,Yes,5.0,"","","","",No
On the Move: A Life,Oliver Sacks,"",9780385352543,hardcover,read,2016/05/27,2016/09/01,2016/09/01,1,"",,,,,,,4.0,,"",,"",No
Bliss & Other Stories,Katherine Mansfield,"","",paperback,read,2019/07/16,2019/08/07,2019/08/07,1,"",,,,,,,3.0,,"",,"",No
Dracul,"J.D. Barker, Dacre Stoker","",9780735219342,hardcover,to-read,2019/09/21,"","",0,"",,,,,,,,,"",,"",No
The Kidnapped Prime Minister and Other Stories,Agatha Christie,David Suchet (Narrator),9780001055971,audio,read,2018/10/15,2018/10/15,2018/10/15,1,"",,,,,,,4.0,,"",,"",No
The Bog Wife,Kay Chronister,"",9781640096622,hardcover,to-read,2024/10/02,"","",0,"",,,,,,,,,"",,"",No
Nightfall and Other Stories,Isaac Asimov,"",9780345310910,,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
None of This Is True,Lisa Jewell,"",9781982179007,hardcover,to-read,2023/11/28,"","",0,"",,,,,,,,,"",,"",No
"Cribsheet: A Data-Driven Guide to Better, More Relaxed Parenting, from Birth to Preschool",Emily Oster,"",9780525559252,hardcover,read,2023/08/15,2023/11/19,2023/11/19,1,"",,,,,,,5.0,,"",,"",No
Lonesome Dove,Larry McMurtry,"",9780671683900,paperback,to-read,2024/08/28,"","",0,"",,,,,,,,,"",,"",No
All the Names,José Saramago,Margaret Jull Costa (Translator),9780156010597,paperback,read,2015/10/07,2018/07/23,2018/06/23-2018/07/23,1,"",,,,,,,4.0,,"",,"",No
What Should We Be Worried About?: Real Scenarios That Keep Scientists Up at Night,John Brockman,"",9780062296238,paperback,read,2016/06/14,2016/11/02,2016/11/02,1,"",,,,,,,3.0,,"",,"",No
I Have Some Questions for You,Rebecca Makkai,"",9780593490143,hardcover,to-read,2023/11/28,"","",0,"",,,,,,,,,"",,"",No
"The Hobbit, or There and Back Again",J.R.R. Tolkien,"",B0DLSV8W42,digital,read,2015/10/08,2016/12/06,2016/12/06,1,"",,,,,,,5.0,,"",,"",No
The Reluctant Fundamentalist,Mohsin Hamid,Mohsin Hamid (Narrator),9780593553480,audio,read,2019/01/31,2019/05/08,2019/05/08,1,"",,,,,,,4.0,,"",,"",No
About Time: 12 Short Stories,Jack Finney,"",9780684848662,paperback,to-read,2024/03/18,"","",0,"",,,,,,,,,"",,"",No
So You've Been Publicly Shamed,Jon Ronson,"",9781594487132,hardcover,read,2016/05/27,2016/06/03,2016/06/03,1,"",,,,,,,4.0,,"",,"",No
Snowflakes,Ruth Ware,"",9781542022163,digital,read,2021/02/28,2021/05/02,2021/05/02,1,"",,,,,,,4.0,,"",,"",No
The Sirens of Titan,Kurt Vonnegut,"",0385339498,paperback,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
Eyes of Prey,John Sandford,"",9780425214435,paperback,read,2023/07/26,2023/08/24,2023/08/24,1,"",,,,,,,4.0,,"",,"",No
So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"",9781455509102,digital,read,2015/11/24,2015/12/10,2015/12/10,1,"",,,,,,,,Pretty good.,"",,"",No
The Flood,Michael McDowell,"",9780380814893,paperback,read,2024/04/14,2024/05/26,2024/05/26,1,"",,,,,,,4.0,,"",,"",No
Party of Two,Jasmine Guillory,"",9780593100813,hardcover,to-read,2020/03/29,"","",0,"",,,,,,,,,"",,"",No
The Life-Changing Magic of Tidying Up,Marie Kondo,Cathy Hirano (Translator),9781607747307,hardcover,read,2019/08/05,2019/11/04,2019/11/04,1,"",,,,,,,4.0,,"",,"",No
Luster,Raven Leilani,"",9780374194321,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
Dear Edward,Ann Napolitano,"",9781984854780,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
You Are Not Alone,"Greer Hendricks, Sarah Pekkanen","",9781250202031,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
Jade City,Fonda Lee,"",9780316440882,paperback,to-read,2024/05/26,"","",0,"",,,,,,,,,"",,"",No
The Wonderful Story of Henry Sugar,Roald Dahl,Quentin Blake (Illustrator),9780141304700,paperback,to-read,2020/06/02,"","",0,"",,,,,,,,,"",,"",No
Modern Lovers,Emma Straub,"",9781594634673,hardcover,to-read,2016/05/31,"","",0,"",,,,,,,,,"",,"",No
Avenger,Frederick Forsyth,"",9780312319519,paperback,to-read,2025/07/09,"","",0,"",,,,,,,,,"",,"",No
Sometimes a Great Notion,Ken Kesey,"",9780140045291,paperback,read,2017/05/18,2017/06/12,2017/06/12,1,"",,,,,,,5.0,Stunning.,"",,"",No
Silent Prey,John Sandford,"",9780425137567,paperback,read,2023/11/20,2023/12/09,2023/12/09,1,"",,,,,,,3.0,"Good page-turner, nothing more","",,"",No
Normal People,Sally Rooney,"",9781984822178,hardcover,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
"The Science Fiction Hall of Fame, Volume One 1929–1964",Robert Silverberg,"",9780765305374,paperback,to-read,2019/08/08,"","",0,"",,,,,,,,,"",,"",No
En esto creo,"Carlos Fuentes, Kristina Cordero","",9686941770,,read,2015/10/07,"","",1,"",,,,,,,2.0,,"",,"",No
The Common Reader,Virginia Woolf,"",9780156027786,paperback,read,2021/02/04,2021/05/05,2021/05/05,1,"",,,,,,,3.0,,"",,"",No
The Shadow of What Was Lost,James Islington,"",9780992580209,paperback,to-read,2025/06/01,"","",0,"",,,,,,,,,"",,"",No
Mostly Harmless,Douglas Adams,"",9780330513203,paperback,read,2015/10/07,"","",1,"",,,,,,,5.0,,"",,"",No
A Man on the Moon,Andrew Chaikin,Tom Hanks,9780140272017,paperback,to-read,2019/07/29,"","",0,"",,,,,,,,,"",,"",No
El Salvaje,Guillermo Arriaga,"",9786073148429,paperback,to-read,2016/11/11,"","",0,"",,,,,,,,,"",,"",No
Un cadáver en el jardín,Maria Lang,"",9788490704622,paperback,to-read,2024/03/10,"","",0,"",,,,,,,,,"",,"",No
Home Fire,Kamila Shamsie,"",9780735217683,hardcover,to-read,2020/04/13,"","",0,"",,,,,,,,,"",,"",No
Notes from Underground,Fyodor Dostoevsky,Andrew R. Macandrew (Translator),9780451529558,paperback,to-read,2018/12/12,"","",0,"",,,,,,,,,"",,"",No
Cuentos completos,Jorge Luis Borges,"",9786073105286,paperback,read,2016/04/15,2016/05/27,2016/05/27,1,"",,,,,,,5.0,,"",,"",No
The Tragedy at Marsdon Manor: a Hercule Poirot Short Story,Agatha Christie,"","",,read,2018/10/15,2018/10/15,2018/10/15,1,"",,,,,,,3.0,,"",,"",No
The Story of a New Name,Elena Ferrante,"Hillary Huber (Narrator), Ann Goldstein (Translator)",9781483080581,audio,read,2023/10/13,2024/04/12,2024/04/12,1,"",,,,,,,5.0,,"",,"",No
Lord of the Flies,William Golding,"",9780140283334,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
A Gentleman in Moscow,Amor Towles,"",9781786332905,hardcover,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
Rubicon: The Last Years of the Roman Republic,Tom Holland,"",9781400078974,paperback,to-read,2024/03/19,"","",0,"",,,,,,,,,"",,"",No
How Not to Get Shot: And Other Advice from White People,"D.L. Hughley, Doug Moe","",9780062698544,hardcover,to-read,2018/10/31,"","",0,"",,,,,,,,,"",,"",No
The Third Gilmore Girl,Kelly Bishop,"",9781668023778,hardcover,to-read,2025/06/01,"","",0,"",,,,,,,,,"",,"",No
Cinco Esquinas,Mario Vargas Llosa,"",9781941999707,paperback,read,2016/12/16,2017/01/23,2017/01/23,1,"",,,,,,,3.0,,"",,"",No
Northanger Abbey,Jane Austen,Alfred Mac Adam,9781593082642,paperback,read,2020/05/02,2020/05/15,2020/05/15,1,"",,,,,,,4.0,,"",,"",No
The Adventure of the Noble Bachelor,Arthur Conan Doyle,"",9781425474126,paperback,read,2018/10/29,2018/10/29,2018/10/29,1,"",,,,,,,4.0,,"",,"",No
Freaky Deaky,Elmore Leonard,"",9780060089559,paperback,to-read,2025/02/04,"","",0,"",,,,,,,,,"",,"",No
The Hookup,Kristen Ashley,"",9781975750381,paperback,to-read,2018/10/31,"","",0,"",,,,,,,,,"",,"",No
Heart of Darkness,Joseph Conrad,Aníbal Fernandes (Translator),9781892295491,paperback,read,2024/09/13,2024/09/29,2024/09/29,1,"",,,,,,,3.0,,"",,"",No
The Shadows,Alex North,"",9781250318039,hardcover,to-read,2020/06/18,"","",0,"",,,,,,,,,"",,"",No
Middlemarch,George Eliot,Michel Faber (Contributor),9780451529176,paperback,read,2016/01/22,2016/08/31,2016/08/31,1,"",,,,,,,5.0,,"",,"",No
The Whistler,John Grisham,"",9780385541206,digital,read,2022/10/02,2022/10/02,2022/10/02,1,"",,,,,,,5.0,,"",,"",No
Their Eyes Were Watching God,Zora Neale Hurston,"",9780061120060,paperback,read,2016/06/14,2016/11/24,2016/11/24,1,"",,,,,,,4.0,,"",,"",No
Living to Tell the Tale,Gabriel García Márquez,"",9780141019420,paperback,read,2015/10/08,"","",1,"",,,,,,,5.0,,"",,"",No
Howl and Other Poems,Allen Ginsberg,William Carlos Williams (Contributor),9780872863101,hardcover,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
Jane Eyre,Charlotte Brontë,"",9780142437209,paperback,read,2015/10/07,2015/10/22,2015/10/22,1,"",,,,,,,5.0,Jane was such a boss. I mean there are parts to the book I didn't like but I was rooting for Jane the whole time. Such a well written character I honestly wished she got whatever she wanted. Such a boss.,"",,"",No
Chocolat,Joanne Harris,"",9780141000183,paperback,read,2017/05/24,2017/07/06,2017/07/06,1,"",,,,,,,3.0,,"",,"",No
Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,"",9781250028648,digital,read,2016/06/11,2017/05/04,2017/05/04,1,"",,,,,,,5.0,,"",,"",No
Sometimes I Lie,Alice Feeney,"",9781250144843,hardcover,to-read,2018/10/31,"","",0,"",,,,,,,,,"",,"",No
El coronel no tiene quien le escriba,Gabriel García Márquez,"",9780307350435,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
Mumbo Jumbo,Ishmael Reed,"",9780684824772,paperback,read,2020/06/07,2020/06/27,2020/06/27,1,"",,,,,,,3.0,,"",,"",No
Dune,Frank Herbert,"",9780340839935,paperback,read,2016/01/20,2020/05/27,2020/05/27,1,"",,,,,,,5.0,,"",,"",No
Maridos: Cuentos,Ángeles Mastretta,"",9780061375095,paperback,read,2015/10/10,"","",1,"",,,,,,,4.0,,"",,"",No
What to Expect the First Year,Heidi Murkoff,"Sandee Hathaway, Mark D. Widome, Arlene Eisenberg, Sharon Mazel",9780761129585,paperback,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
How to Win at Chess: The Ultimate Guide for Beginners and Beyond,Levy Rozman,"",9781984862075,hardcover,read,2024/01/26,2024/02/11,2024/02/11,1,"",,,,,,,5.0,Really fun,"",,"",No
Mañana tendremos otros nombres,Patricio Pron,"",9788420434889,digital,read,2020/07/21,2021/03/16,2021/03/16,1,"",,,,,,,3.0,,"",,"",No
Bookshops & Bonedust,Travis Baldree,"",9781250886101,paperback,to-read,2023/08/05,"","",0,"",,,,,,,,,"",,"",No
The Wives,Tarryn Fisher,"",9781525805127,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Hating Game,Sally Thorne,"",B01825C598,digital,to-read,2019/02/11,"","",0,"",,,,,,,4.0,,"",,"",No
"Thinking, Fast and Slow",Daniel Kahneman,"",9780374275631,hardcover,to-read,2022/12/23,"","",0,"",,,,,,,,,"",,"",No
The Five Orange Pips,Arthur Conan Doyle,"",9780890610626,paperback,read,2018/08/29,2018/01/01,2018/01/01,1,"",,,,,,,4.0,,"",,"",No
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"",9780544272996,hardcover,read,2016/05/27,2016/06/24,2016/06/24,2,"",,,,,,,5.0,,"",,"",No
El hombre duplicado,José Saramago,Pilar del Río Sánchez,9788466312806,paperback,read,2015/10/08,"","",1,"",,,,,,,5.0,,"",,"",No
The Adventure Zone: Murder on the Rockport Limited!,"Griffin McElroy, Clint McElroy, Justin McElroy, Travis McElroy, Carey Pietsch",Carey Pietsch (Illustrator),9781250153715,paperback,to-read,2019/05/06,"","",0,"",,,,,,,,,"",,"",No
Collected Stories of F. Scott Fitzgerald: Flappers and Philosophers and Tales of the Jazz Age,F. Scott Fitzgerald,"",9780760786307,paperback,to-read,2016/09/06,"","",0,"",,,,,,,,,"",,"",No
There There,Tommy Orange,"",9780771073014,hardcover,to-read,2018/10/31,"","",0,"",,,,,,,,,"",,"",No
99 Percent Mine,Sally Thorne,"",9780062439611,paperback,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
La fiesta del Chivo,Mario Vargas Llosa,"",9788466318709,paperback,read,2019/11/27,2019/12/19,2019/12/19,1,"",,,,,,,5.0,,"",,"",No
Poemas,Juana Inés de la Cruz,"",9780916950606,digital,read,2016/04/07,2016/04/17,2016/04/17,1,"",,,,,,,4.0,,"",,"",No
Skin and Other Stories,Roald Dahl,"",9780141347875,paperback,read,2016/02/22,2016/04/17,2016/04/17,1,"",,,,,,,5.0,,"",,"",No
Sharp Objects,Gillian Flynn,"",9780297851530,paperback,to-read,2020/01/28,"","",0,"",,,,,,,,,"",,"",No
The Path of Daggers,Robert Jordan,"",9780812550290,paperback,read,2018/08/29,2018/10/10,2018/10/10,1,"",,,,,,,3.0,,"",,"",No
The Minority Report,Philip K. Dick,"",9780375421877,hardcover,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
Girl Waits with Gun,Amy Stewart,"",9780544409910,hardcover,to-read,2016/06/11,"","",0,"",,,,,,,,,"",,"",No
All's Well That Ends Well,William Shakespeare,"Barbara A. Mowat (Contributor), Paul Werstine (Contributor)",9780743484978,paperback,read,2019/11/04,2019/12/15,2019/12/15,1,"",,,,,,,3.0,,"",,"",No
The Devil's Candy: The Bonfire of the Vanities Goes to Hollywood,Julie Salamon,"",9780385308243,paperback,to-read,2023/07/22,"","",0,"",,,,,,,,,"",,"",No
Bliss,Katherine Mansfield,"",9780141196138,paperback,to-read,2016/03/02,"","",0,"",,,,,,,,,"",,"",No
Maldición Eterna A Quien Lea Estas Páginas,Manuel Puig,"",9788432213915,,read,2017/06/05,2017/06/12,2017/06/12,1,"",,,,,,,3.0,,"",,"",No
Leviathan Wakes,James S.A. Corey,"",9781841499888,paperback,to-read,2019/08/15,"","",0,"",,,,,,,,,"",,"",No
Ready Player One,Ernest Cline,"",9780307887436,hardcover,read,2016/05/02,2016/05/05,2016/05/05,1,"",,,,,,,2.0,,"",,"",No
Iron Flame,Rebecca Yarros,"",9781649374172,hardcover,to-read,2023/11/12,"","",0,"",,,,,,,,,"",,"",No
The Wedding Date,Jasmine Guillory,"",9780399587665,paperback,read,2018/10/31,2019/02/11,2019/02/11,2,"",,,,,,,5.0,,"",,"",No
Pride and Prejudice,Jane Austen,"",9781441341709,hardcover,read,2015/10/17,2016/02/04,2016/02/04,2,"",,,,,,,5.0,"As brilliant as brilliant gets. Fun and deep, it's the perfect introction to Austen.","",,"",No
The Other Wind,Ursula K. Le Guin,Samuel Roukin,9780441011254,paperback,read,2024/04/01,2024/04/24,2024/04/24,1,"",,,,,,,5.0,Such a beautiful ending,"",,"",No
Why Didn't They Ask Evans?,Agatha Christie,"",9780312981594,paperback,to-read,2025/07/28,"","",0,"",,,,,,,,,"",,"",No
Hard Rain Falling,Don Carpenter,"",9781590173244,paperback,to-read,2024/07/08,"","",0,"",,,,,,,,,"",,"",No
Reclaiming History – The Assassination of John F Kennedy,Vincent Bugliosi,"",9780393045253,hardcover,read,2024/03/14,2024/09/14,2024/09/14,2,"",,,,,,,4.0,,"",,"",No
Daisy Jones & The Six,Taylor Jenkins Reid,"",9781524798628,hardcover,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
How to Listen to Jazz,Ted Gioia,"",9780465060894,hardcover,to-read,2016/06/11,"","",0,"",,,,,,,,,"",,"",No
Rita Hayworth and Shawshank Redemption,Stephen King,"",9780896214408,hardcover,read,2015/10/17,"","",1,"",,,,,,,4.0,,"",,"",No
Fourth Wing,Rebecca Yarros,"",9781649374042,hardcover,to-read,2023/08/08,"","",0,"",,,,,,,,,"",,"",No
Frankenstein: The 1818 Text,Mary Shelley,"Charlotte Gordon (Contributor), Lord Byron, Charles E. Robinson (Contributor), Mary Wollstonecraft",9780143131847,paperback,read,2024/02/16,2025/03/16,2025/03/16,1,"",,,,,,,5.0,,"",,"",No
Gideon the Ninth,Tamsyn Muir,"",9781250313195,hardcover,read,2020/07/30,2021/01/22,2021/01/22,1,"",,,,,,,4.0,,"",,"",No
The Red-Headed League - a Sherlock Holmes Short Story,Arthur Conan Doyle,Hans Peterson,9780890613146,audio,read,2018/08/29,"","",1,"",,,,,,,4.0,,"",,"",No
Kim,Rudyard Kipling,Edward W. Said,9780140183528,paperback,read,2016/01/20,2016/07/12,2016/07/12,1,"",,,,,,,3.0,,"",,"",No
But What If We're Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman,"",9780399184123,hardcover,to-read,2016/06/14,"","",0,"",,,,,,,,,"",,"",No
Nemesis,Agatha Christie,"",9780451200181,paperback,read,2019/03/03,2019/03/27,2019/03/27,1,"",,,,,,,5.0,,"",,"",No
I Can't Think Straight,Shamim Sarif,"",9780956031617,paperback,read,2019/02/11,2019/09/27,2019/09/27,1,"",,,,,,,3.0,,"",,"",No
This Idea Must Die: Scientific Theories That Are Blocking Progress,John Brockman,"",9780062374349,paperback,read,2016/06/11,2016/10/05,2016/10/05,1,"",,,,,,,3.0,,"",,"",No
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"",9781501139239,hardcover,read,2023/07/22,2023/11/12,2023/11/12,1,"",,,,,,,3.0,Disappointing,"",,"",No
Going Solo,Roald Dahl,Quentin Blake,9780141311425,paperback,to-read,2016/02/22,"","",0,"",,,,,,,,,"",,"",No
The Garden Party and Other Stories,Katherine Mansfield,Lorna Sage,9780140188806,paperback,to-read,2016/03/02,"","",0,"",,,,,,,,,"",,"",No
Death in Brittany,Jean-Luc Bannalec,Sorcha McDonagh (Translator),9781250061744,hardcover,to-read,2019/02/01,"","",0,"",,,,,,,,,"",,"",No
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"",9780394544823,paperback,read,2016/12/08,2017/12/17,2017/12/17,1,"",,,,,,,3.0,,"",,"",No
Paradise,Toni Morrison,"",9780452280397,paperback,to-read,2019/02/08,"","",0,"",,,,,,,,,"",,"",No
Best Served Cold,Joe Abercrombie,"",9780575082458,hardcover,to-read,2025/06/28,"","",0,"",,,,,,,,,"",,"",No
Peter Pan,J.M. Barrie,Michael Hague (Illustrator),9780805072457,hardcover,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
Romeo and Juliet,William Shakespeare,"",9780743477116,paperback,read,2020/05/13,2020/05/20,2020/05/20,1,"",,,,,,,5.0,,"",,"",No
The Exorcist,William Peter Blatty,"","",audio,read,2023/10/30,2024/12/31,2024/12/31,1,"",,,,,,,5.0,,"",,"",No
One Word Kill,Mark Lawrence,"",1503903265,digital,read,2021/03/09,2021/06/15,2021/06/15,1,"",,,,,,,2.0,,"",,"",No
Throne of Glass,Sarah J. Maas,"",9781639730940,hardcover,to-read,2024/05/26,"","",0,"",,,,,,,,,"",,"",No
The Widow,John Grisham,"",9780385548984,hardcover,to-read,2025/08/26,"","",0,"",,,,,,,,,"",,"",No
"The Stars, Like Dust",Isaac Asimov,"",9780553293432,paperback,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
An Encyclopedia of Tolkien: The History and Mythology That Inspired Tolkien's World,David Day,"",9781645170099,hardcover,to-read,2024/01/27,"","",0,"",,,,,,,,,"",,"",No
Mal de amores,Ángeles Mastretta,"",9789875801486,paperback,read,2015/10/10,"","",1,"",,,,,,,3.0,,"",,"",No
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,Alfred Birnbaum (Translator),9780307777690,digital,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
